Name,Comment,Rating,
ActualFactual,"In distillate form; was recommended for night-time use and pre-sleep medication to aid with insomnia, restless leg syndrome, restlessness, etc.  The cartridge I have specifically states &quot;Indica&quot; and I do believe there are 2 OG Kush varietals (at least!!) out there - one a hybrid, the other a dominant Indica.  Regardless, interesting medicine.  With the distillate, one long haul is usually measure enough to ascertain potency and effect.  In the case of this strain, it felt very familiar at the onset - definitely not as relaxing and numbing as a strong Indica - but it was relaxing and calmed my body down nonetheless.  However, I did lay in bed for a good hour enjoying the head-trip, then slowly started to enter a sleep-state, then, as though someone suddenly stopped the movie reel; it was LIGHTS ON and I was up!!  Seems as though when this stuff wears off, it perks you up.  Least it did last night, we'll try again tonight.  Anyway - after a weird moment I took another small hit off the cartridge and made my way back to bed where I did awake this morning, not as well rested as I'd hoped for, but I'm off to bed again now.  As for the product - chemmy aftertaste but that's typical with distillates in my vaping experience.  It's a solid narcotic feeling strain, I can see it worked well in calming my body, my mind not so much.  Let's see what tonight's experiments hold!!  Decent.  Strong, good on the body, introspective, efficient and potent, relaxes the muscles for sure, dry mouth which dissipates after about an hour.  ***UPDATE:  Tried again for night time use; seems this strain - while narcotic in its feel and effect, isn't the best night time sleep aid as, say, GDP or Blue God are.  Still decent enough for a calming body effect, but not so much to be lights out material.  Enjoyable nonetheless, just not knock-out material for sleep.  Will be trying G13 and a couple other Indica dominant distillates for sleep and will report back my findings***",4,og-kush
itslilac,My favorite strain. The prices on OG Kush is always low. Tastes really good. Very relaxing mood and for some reason it gets you in the mood for sexy time.,5,og-kush
FinallyFamous,some pretty dope tree. i'm pretty lucky snagged two ounces for 200 bucks that's hella good!,4,og-kush
franklinsv,"Hi,i supply wholesale and  also retail best quality stuff like weed, carts, CBD, wax, shroom, etc....i do delivery and also ship depending on destinations.shipping is done discreetly, 100% safe and secured (can be trusted), for more info get in touch with me via the ID below.  wicker/ carlzola93 snapchat/ carlzola93 kik/ carlzola93    i will be happy to read from  read from you",5,og-kush
Sosamann,"Marijuana Times Dispensary. We have top quality Cartridges like Exotic carts, Smart carts, Brass Knuckles and many others, Buy Pot, Buy Edibles, Buy Medical Marijuana, Buy THC Oils, Buy Cannabis, Buy Vapes Pen and Free delivery within USA same day and 48 hours delivery in other countries worldwide. Text and Whatsapp +1(774) 326 4462 WICKR: baronmeds Website: www . marijuanatimesdispensary . com",5,og-kush
Weedplug57,"Hey _Ÿ‘‹..stoners I'm Mike , I supply wholesale and equally retail top quality weeds, cartridges, vape pens, Edibles, Shroom, thc syrup, cbd oil, Concentrates #Shatter, #waxes, #resin, #terp, #sugar,......xannax and lot more at good prices..if you need a good plug _Ÿ”Œ HMU   1) Snapchat _Ÿ‘» _Ÿ‘‰ mike_canabis27 2) Wickr me // _Ÿ‘‰ mikecanabis  3) Kik               _Ÿ‘‰ mike_canabis27   Together we make this world _ŸŒ_ a better place for all stoners ..hope I hear from you  as well ! â›_ï¸èâ›_ï¸è",5,og-kush
Zachf2001,"Add me on snap:Christian_4109 -Discreet shipping anywhere -carts,bud,shrooms,tabs,etc -huge daily discounts -fast responses -12 strains to choose from!",5,og-kush
daveopeo1,"hey _Ÿ‘‹..stoners I'm Dave  , I supply wholesale and equally retail top quality weeds, cartridges, vape pens, Edibles, Shroom, thc syrup, cbd oil, Concentrates #Shatter, #waxes, #resin, #terp, #sugar,......xannax and lot more at good prices..if you need a good plug _Ÿ”Œ HMU   _Ÿ˜€.....whatsapp ,call or text only........+1-651-560-9033  _Ÿ˜€..wickr I'd.....weed35  Together we make this world _ŸŒ_ a better pla...&quot;",5,og-kush
COmemes,"_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ we do sell top shelf marijuana buds and carts at wholesale prices with a safe and guaranteed local and international shipping contact us via the following means  wickr: skunkmemes telegram: cbdisolate text/whatsapp: +1(424)256-8604  Durban poison green crack Jack herer granddaddy purple acdc blue dream cheese blue cheese northern lights master kush gorilla glue tangie og fire og   stiiizy, Mario, danks...",5,og-kush
speierman,High felt from nose up and back down into arms and legs. Very calm and some cerebral fogginess. Like Iâ€™m in thicker air ,4,og-kush
BrainofJ,"OG Kush is a legend for a reason. The high is mellow, but intense. It comes on gradually and delivers a nice relaxed and talkative state of mind.   Not a great strain for getting a lot done, but for kicking back and jamming on some music or talking about movies, OG Kush is the king.   No bad side effects from Ogk either. I have panic attacks sometimes and I had zero anxiety with this strain. Definitely gives the munchies, but that's part of the great experience too, being able to max out on some delicious food.",5,og-kush
kzerqa,"Have dealt with this strain for years and has never disappointed, heavy hitter",5,og-kush
gordosanchz77,"Pretty smooth, not to high or low.",4,og-kush
yungin18,fire ass strain love this strain ,5,og-kush
K-Cooley0,Very dope strain gives you all the feels you need!!,5,og-kush
krislauren11,"This strain is pretty great, I can see why Juicy J raps about it. The only complain I have is the high is very slow to come on. But once it reaches its peak, you are very happy-go-lucky with a little hint of munchies. Overall a fun strain to enjoy to go hang out with friends or go and do something fun and adventurous. ",4,og-kush
agmkush,"What more can I say? OG Kkkkkkuuussssshhhhh always does the charm. Another all time great strain and when you smoke it you will know why. I exclusively smoke this for PTSD and Chronic Pain. My top 5 all time strains. Thank You OG Kush, you will always be an Original Gangsta. ",5,og-kush
JimmyJam666,very good Weed for relaxing after a long Day. i love to use it after finishing work but if can put you asleep after Many bowl,4,og-kush
molort,made you high instantly - no lag  didnt last very long though we tried to save a half q but it just didnt work  can smoke continously without harshness,5,og-kush
Swisha35,One of the best,5,og-kush
groovydood,"og kush should be seen as the father of a majority of popular carts, and lives up to the name. very good id say",4,og-kush
J250z,"Very good. Strong euphoric high. Makes me very talkative,happy,chill and easy to make me laugh. Great fun.",5,og-kush
Motodude17,1)taste 2)high 3)appearance 4)complaints  1) taste is very smooth earthy with a mellow inhale on carts 4/5 2) high is based on the indica dominant strain and it is mellow at first then gives a full body buzz. Mind is in dreamland so 4/5 3) appearance is dark green and very moist. Nice appearance not crazy cool but solid 4/5 4) complaint with this is the high of being spaced out is not my favorite but the body high is great.,3,og-kush
jaws0107,All time favorite! Great terpene profile as the unique pungent taste lingers on your palette like no other strain! Have had several variations with OG 18 and Cherry OG coming in at the 2 best. #sleeperreefer,5,og-kush
